Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15596980	PA1783	NP_250474.1	nitrate transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049731	PA14_41510	WP_003087861.1	nitrate transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15596981	PA1784	NP_250475.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049732	PA14_41500	WP_003087865.1	putative lyase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596982	PA1785	NP_250476.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049733	PA14_41490	WP_003087868.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596983	PA1786	NP_250477.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049734	PA14_41480	WP_003139948.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596984	PA1787	NP_250478.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049735	PA14_41470	WP_003087875.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596985	PA1788	NP_250479.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049736	PA14_41450	WP_003098041.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596986	PA1789	NP_250480.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049737	PA14_41440	WP_003139947.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596987	PA1790	NP_250481.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049738	PA14_41430	WP_003117697.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596988	PA1791	NP_250482.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049739	PA14_41420	WP_003098037.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15596989	PA1792	NP_250483.1	UDP-2,3-diacylglucosamine hydrolase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049740	PA14_41400	WP_003113585.1	UDP-2,3-diacylglucosamine hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596990	PA1793	NP_250484.1	peptidyl-prolyl cis-trans isomerase B	57977	Pseudomonas aeruginosa UCBPP-PA14	116049741	PA14_41390	WP_003087890.1	peptidyl-prolyl cis-trans isomerase B				
rbb	57945	Pseudomonas aeruginosa PAO1	15596991	PA1794	NP_250485.1	glutaminyl-tRNA synthetase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049742	PA14_41380	WP_003139945.1	glutaminyl-tRNA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596992	PA1795	NP_250486.1	cysteinyl-tRNA synthetase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049743	PA14_41360	WP_003139944.1	cysteinyl-tRNA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596993	PA1796	NP_250487.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049744	PA14_41350	WP_003087898.1	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596994	PA1797	NP_250488.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049747	PA14_41280	WP_003139940.1	putative beta-lactamase				
rbb	57945	Pseudomonas aeruginosa PAO1	15596995	PA1798	NP_250489.1	two-component sensor, ParS	57977	Pseudomonas aeruginosa UCBPP-PA14	116049748	PA14_41270	WP_003087912.1	putative two-component sensor				
rbb	57945	Pseudomonas aeruginosa PAO1	15596996	PA1799	NP_250490.1	two-component response regulator, ParR	57977	Pseudomonas aeruginosa UCBPP-PA14	116049749	PA14_41260	WP_003087915.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15596997	PA1800	NP_250491.1	trigger factor	57977	Pseudomonas aeruginosa UCBPP-PA14	116049750	PA14_41250	WP_003087920.1	trigger factor				
rbb	57945	Pseudomonas aeruginosa PAO1	15596998	PA1801	NP_250492.1	ATP-dependent Clp protease proteolytic subunit	57977	Pseudomonas aeruginosa UCBPP-PA14	116049751	PA14_41240	WP_003098129.1	ATP-dependent Clp protease proteolytic subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15596999	PA1802	NP_250493.1	ATP-dependent protease ATP-binding subunit ClpX	57977	Pseudomonas aeruginosa UCBPP-PA14	116049752	PA14_41230	WP_003087924.1	ATP-dependent protease ATP-binding subunit ClpX				
rbb	57945	Pseudomonas aeruginosa PAO1	15597000	PA1803	NP_250494.1	Lon protease	57977	Pseudomonas aeruginosa UCBPP-PA14	116049753	PA14_41220	WP_003124759.1	Lon protease				
rbb	57945	Pseudomonas aeruginosa PAO1	15597001	PA1804	NP_250495.1	DNA-binding protein HU	57977	Pseudomonas aeruginosa UCBPP-PA14	116049754	PA14_41210	WP_003087931.1	DNA-binding protein HU				
rbb	57945	Pseudomonas aeruginosa PAO1	15597002	PA1805	NP_250496.1	peptidyl-prolyl cis-trans isomerase D	57977	Pseudomonas aeruginosa UCBPP-PA14	116049755	PA14_41190	WP_003087933.1	peptidyl-prolyl cis-trans isomerase D				
rbb	57945	Pseudomonas aeruginosa PAO1	15597003	PA1806	NP_250497.1	NADH-dependent enoyl-ACP reductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049756	PA14_41170	WP_003139935.1	NADH-dependent enoyl-ACP reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597004	PA1807	NP_250498.1	ATP-binding component of ABC transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049757	PA14_41160	WP_003139933.1	putative ATP-binding component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597005	PA1808	NP_250499.1	ABC transporter permease	57977	Pseudomonas aeruginosa UCBPP-PA14	116049758	PA14_41150	WP_011666703.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597006	PA1809	NP_250500.1	ABC transporter permease	57977	Pseudomonas aeruginosa UCBPP-PA14	116049759	PA14_41140	WP_003098134.1	ABC transporter permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15597007	PA1810	NP_250501.1	ABC transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049760	PA14_41130	WP_003087944.1	putative binding protein component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597008	PA1811	NP_250502.1	solute-binding protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049761	PA14_41110	WP_003098137.1	putative solute-binding protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597009	PA1812	NP_250503.1	membrane-bound lytic murein transglycosylase D precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116049762	PA14_41090	WP_003120244.1	membrane-bound lytic murein transglycosylase D precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15597010	PA1813	NP_250504.1	hydroxyacylglutathione hydrolase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049763	PA14_41080	WP_003087949.1	putative hydroxyacylglutathione hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597011	PA1814	NP_250505.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049764	PA14_41070	WP_003087952.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597012	PA1815	NP_250506.1	ribonuclease H	57977	Pseudomonas aeruginosa UCBPP-PA14	116049765	PA14_41060	WP_003087954.1	ribonuclease H				
rbb	57945	Pseudomonas aeruginosa PAO1	15597013	PA1816	NP_250507.1	DNA polymerase III subunit epsilon	57977	Pseudomonas aeruginosa UCBPP-PA14	116049766	PA14_41050	WP_003139929.1	DNA polymerase III subunit epsilon				
rbb	57945	Pseudomonas aeruginosa PAO1	15597014	PA1817	NP_250508.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049767	PA14_41030	WP_003132809.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597015	PA1818	NP_250509.1	lysine-specific pyridoxal 5'-phosphate-dependent carboxylase, LdcA	57977	Pseudomonas aeruginosa UCBPP-PA14	116049768	PA14_41020	WP_003087961.1	putative Orn/Arg/Lys decarboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597016	PA1819	NP_250510.1	amino acid permease	57977	Pseudomonas aeruginosa UCBPP-PA14	116049769	PA14_41010	WP_003087965.1	putative amino acid permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15597017	PA1820	NP_250511.1	sodium/proton antiporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049770	PA14_41000	WP_003087967.1	sodium/proton antiporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597018	PA1821	NP_250512.1	enoyl-CoA hydratase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049771	PA14_40980	WP_003087972.1	enoyl-CoA hydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597019	PA1822	NP_250513.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049772	PA14_40960	WP_003098159.1	pilin biosynthetic protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597020	PA1823	NP_250514.1	NADH pyrophosphatase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049773	PA14_40950	WP_003139928.1	NADH pyrophosphatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597021	PA1824	NP_250515.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049774	PA14_40940	WP_003139927.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597022	PA1825	NP_250516.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049775	PA14_40930	WP_003139926.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597023	PA1826	NP_250517.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116049776	PA14_40910	WP_003098166.1	LysR family transcriptional regulatory protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597024	PA1827	NP_250518.1	short-chain dehydrogenase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049777	PA14_40900	WP_003139925.1	putative short-chain dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597025	PA1828	NP_250519.1	short-chain dehydrogenase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049778	PA14_40890	WP_003087987.1	short chain dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597026	PA1829	NP_250520.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049779	PA14_40880	WP_003087989.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597027	PA1830	NP_250521.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049780	PA14_40860	WP_003087993.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597028	PA1831	NP_250522.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049781	PA14_40850	WP_003087996.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597029	PA1832	NP_250523.1	periplasmic protease	57977	Pseudomonas aeruginosa UCBPP-PA14	116049782	PA14_40840	WP_003087997.1	putative periplasmic protease				
rbb	57945	Pseudomonas aeruginosa PAO1	15597030	PA1833	NP_250524.1	oxidoreductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049783	PA14_40830	WP_003087998.1	putative oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597032	PA1835	NP_250526.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049785	PA14_40800	WP_003098177.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597033	PA1836	NP_250527.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116049786	PA14_40790	WP_003098179.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597034	PA1837	NP_250528.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049787	PA14_40780	WP_003088003.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597035	PA1838	NP_250529.1	sulfite reductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049788	PA14_40770	WP_003098180.1	sulfite reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597036	PA1839	NP_250530.1	ribosomal RNA large subunit methyltransferase N	57977	Pseudomonas aeruginosa UCBPP-PA14	116049791	PA14_40730	WP_003139921.1	ribosomal RNA large subunit methyltransferase N				
rbb	57945	Pseudomonas aeruginosa PAO1	15597037	PA1840	NP_250531.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049792	PA14_40710	WP_003088019.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597038	PA1841	NP_250532.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049793	PA14_40700	WP_003108732.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597039	PA1842	NP_250533.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049794	PA14_40690	WP_003098191.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597040	PA1843	NP_250534.1	B12-dependent methionine synthase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049795	PA14_40670	WP_003139920.1	B12-dependent methionine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597041	PA1844	NP_250535.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049796	PA14_40660	WP_003088027.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597042	PA1845	NP_250536.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049797	PA14_40650	WP_003139919.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597043	PA1846	NP_250537.1	cis/trans isomerase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049798	PA14_40640	WP_003139911.1	cis/trans isomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597044	PA1847	NP_250538.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049799	PA14_40630	WP_003088034.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597045	PA1848	NP_250539.1	major facilitator superfamily (MFS) transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049800	PA14_40620	WP_003139908.1	putative MFS transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597046	PA1849	NP_250540.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049801	PA14_40610	WP_003088038.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597047	PA1850	NP_250541.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116049802	PA14_40600	WP_003088040.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597048	PA1851	NP_250542.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049803	PA14_40570	WP_003132751.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597049	PA1852	NP_250543.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049804	PA14_40560	WP_003098204.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597050	PA1853	NP_250544.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116049805	PA14_40550	WP_003139905.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597051	PA1854	NP_250545.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049806	PA14_40540	WP_003139903.1	CBS domain-containing protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597052	PA1855	NP_250546.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049807	PA14_40520	WP_003108719.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597053	PA1856	NP_250547.1	cbb3-type cytochrome C oxidase subunit I	57977	Pseudomonas aeruginosa UCBPP-PA14	116049808	PA14_40510	WP_003139901.1	cbb3-type cytochrome c oxidase subunit I				
rbb	57945	Pseudomonas aeruginosa PAO1	15597054	PA1857	NP_250548.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049809	PA14_40490	WP_003088054.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597055	PA1858	NP_250549.1	streptomycin 3''-phosphotransferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049811	PA14_40450	WP_003088058.1	streptomycin 3''-phosphotransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597056	PA1859	NP_250550.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116049812	PA14_40440	WP_003088060.1	LysR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597057	PA1860	NP_250551.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049813	PA14_40430	WP_003132742.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597058	PA1861	NP_250552.1	molybdenum transporter ModC	57977	Pseudomonas aeruginosa UCBPP-PA14	116049814	PA14_40420	WP_003098212.1	molybdenum transport protein ModC				
rbb	57945	Pseudomonas aeruginosa PAO1	15597059	PA1862	NP_250553.1	molybdenum transporter ModB	57977	Pseudomonas aeruginosa UCBPP-PA14	116049815	PA14_40410	WP_003113612.1	molybdenum transport protein ModB				
rbb	57945	Pseudomonas aeruginosa PAO1	15597060	PA1863	NP_250554.1	molybdate-binding periplasmic protein precursor ModA	57977	Pseudomonas aeruginosa UCBPP-PA14	116049816	PA14_40390	WP_003117674.1	molybdate-binding periplasmic protein precursor modA				
rbb	57945	Pseudomonas aeruginosa PAO1	15597061	PA1864	NP_250555.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116049817	PA14_40380	WP_003088072.1	TetR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15597062	PA1865	NP_250556.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049818	PA14_40370	WP_003139900.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597063	PA1866	NP_250557.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049819	PA14_40350	WP_003088085.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597064	PA1867	NP_250558.1	XphA	57977	Pseudomonas aeruginosa UCBPP-PA14	116049821	PA14_40330	WP_003113617.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597065	PA1868	NP_250559.1	secretion protein XqhA	57977	Pseudomonas aeruginosa UCBPP-PA14	116049822	PA14_40320	WP_003139899.1	secretion protein XqhA				
rbb	57945	Pseudomonas aeruginosa PAO1	15597066	PA1869	NP_250560.1	acyl carrier protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049823	PA14_40310	WP_003132735.1	putative acyl carrier protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597067	PA1870	NP_250561.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049824	PA14_40300	WP_003139898.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597068	PA1871	NP_250562.1	LasA protease precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116049825	PA14_40290	WP_003139897.1	LasA protease precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15597069	PA1872	NP_250563.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049826	PA14_40280	WP_003106675.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597070	PA1873	NP_250564.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049827	PA14_40270	WP_003106674.1	putative cation transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597071	PA1874	NP_250565.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049828	PA14_40260	WP_003139891.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597072	PA1875	NP_250566.1	outer membrane protein precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116049829	PA14_40250	WP_003139889.1	putative outer membrane protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15597073	PA1876	NP_250567.1	ATP-binding/permease fusion ABC transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049830	PA14_40240	WP_003139887.1	putative ATP-binding/permease fusion ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15597074	PA1877	NP_250568.1	secretion protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049831	PA14_40230	WP_031627613.1	putative secretion protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597075	PA1878	NP_250569.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049832	PA14_40220	WP_003110488.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597076	PA1879	NP_250570.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116049833	PA14_40210	WP_003088112.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15597077	PA1880	NP_250571.1	oxidoreductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049834	PA14_40200	WP_003139882.1	putative oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597078	PA1881	NP_250572.1	oxidoreductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116049835	PA14_40180	WP_003102736.1	putative oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15597079	PA1882	NP_250573.1	transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116049836	PA14_40170	WP_003102734.1	putative transporter				
